Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Max Payne 2: The Fall of Max Payne,XB,2003,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,84.0,34,8.4,49,Remedy Entertainment,Mature
Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,0.22,0.13,0.22,0.07,0.64,,,7.2,168,"Kojima Productions, Moby Dick Studio",Mature
Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,0.44,0.14,0.0,0.06,0.64,72.0,21,7.7,22,5TH Cell,Everyone
GoldenEye: Rogue Agent,PS2,2004,Shooter,Electronic Arts,0.54,0.02,0.0,0.09,0.64,60.0,38,7.0,32,EA LA,Teen
WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0.2,0.0,0.06,0.64,50.0,5,4.0,65,Yuke's,Teen
Paws & Claws: Pet Vet,DS,2007,Simulation,THQ,0.59,0.0,0.0,0.05,0.64,,,,,Unknown,Unknown
Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,0.2,0.13,0.22,0.09,0.64,74.0,32,7.4,28,TOSE,Teen
James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64,83.0,51,7.4,27,EA Redwood Shores,Teen
X2: Wolverine's Revenge,PS2,2003,Platform,Activision,0.31,0.24,0.0,0.08,0.64,58.0,24,7.2,13,GenePool,Teen
NBA Live 06,XB,2005,Sports,Electronic Arts,0.57,0.04,0.0,0.03,0.64,79.0,30,6.4,15,EA Canada,Everyone
Tom Clancy's Rainbow Six,N64,1999,Shooter,Red Storm Entertainment,0.48,0.15,0.0,0.01,0.64,,,,,Unknown,Unknown
Castlevania,N64,1999,Platform,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64,,,,,Unknown,Unknown
Rayman 2: The Great Escape,N64,1999,Platform,Ubisoft,0.4,0.22,0.0,0.02,0.64,,,,,Unknown,Unknown
Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,Unknown,0.46,0.17,0.0,0.01,0.64,,,,,Unknown,Unknown
Rayman 3D,3DS,2011,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64,61.0,39,6.6,48,Ubisoft Casablanca,Everyone
Football Manager 2014,PC,2013,Sports,Sega,0.0,0.6,0.0,0.03,0.64,85.0,41,5.5,275,Sports Interactive,Everyone
New Play Control! Pikmin,Wii,2008,Strategy,Nintendo,0.28,0.12,0.19,0.04,0.64,,,,,Unknown,Unknown
TimeSplitters 2,XB,2002,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64,88.0,20,7.7,34,Free Radical Design,Teen
Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81.0,45,8.9,62,Capcom,Mature
Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,0.17,0.04,0.4,0.02,0.64,61.0,37,7.9,29,Capcom,Teen
Stuntman: Ignition,X360,2007,Racing,THQ,0.25,0.31,0.0,0.07,0.64,75.0,38,7.3,31,Paradigm Entertainment,Teen
Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,0.56,0.04,0.0,0.05,0.64,67.0,18,8.2,10,Epicenter Studios,Everyone 10+
Dishonored 2,PS4,2016,Action,Bethesda Softworks,0.22,0.32,0.0,0.1,0.64,88.0,56,7.7,569,Arkane Studios,Mature
Up,DS,2009,Action,THQ,0.3,0.27,0.0,0.07,0.64,,,,,Altron,Everyone
SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,2004,Misc,Unknown,0.46,0.17,0.0,0.01,0.64,,,,,Unknown,Unknown
Konami Collector's Series: Arcade Advanced,GBA,2002,Misc,Konami Digital Entertainment,0.46,0.17,0.0,0.01,0.64,78.0,10,,,KCEA,Everyone
The Crew,XOne,2014,Racing,Ubisoft,0.25,0.34,0.0,0.05,0.64,64.0,18,5.9,176,"Ubisoft Reflections, Ivory Tower",Teen
Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,57.0,33,7.4,30,Spike,Teen
Jampack Volume 13 (RP-T),PS2,2005,Misc,Sony Computer Entertainment,0.31,0.24,0.0,0.08,0.64,,,,,Unknown,Unknown
Madden NFL 2001,N64,2000,Sports,Electronic Arts,0.6,0.03,0.0,0.01,0.64,,,,,Unknown,Unknown
Cruis'n World,N64,1998,Racing,Nintendo,0.59,0.04,0.0,0.01,0.64,,,,,Unknown,Unknown
NHL 13,PS3,2012,Sports,Electronic Arts,0.33,0.21,0.0,0.09,0.64,84.0,22,6.8,60,Electronic Arts,Everyone 10+
Dead or Alive 5,PS3,2012,Fighting,Tecmo Koei,0.23,0.14,0.2,0.07,0.64,74.0,34,7.7,109,Team Ninja,Mature
Evolve,XOne,2015,Shooter,Take-Two Interactive,0.37,0.2,0.0,0.06,0.64,74.0,31,5.1,336,Turtle Rock Studios,Mature
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,0.31,0.24,0.0,0.08,0.64,63.0,25,5.7,12,Adrenium,Everyone
Lost Planet: Extreme Condition,PS3,2008,Shooter,Capcom,0.31,0.17,0.07,0.08,0.64,67.0,34,7.0,36,Capcom,Teen
X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63,82.0,44,7.3,41,Raven Software,Teen
Nightmare Creatures,PS,1997,Action,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.63,,,,,Unknown,Unknown
LittleBigPlanet 3,PS3,2014,Platform,Sony Computer Entertainment,0.2,0.33,0.01,0.1,0.63,,,7.2,64,Sumo Digital,Everyone
SingStar Queen,PS2,2009,Misc,Sony Computer Entertainment,0.08,0.12,0.0,0.44,0.63,73.0,9,,,SCEE London Studio,Teen
LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,0.55,0.03,0.0,0.05,0.63,81.0,50,8.0,45,Traveller's Tales,Everyone 10+
Disney Sing It: Party Hits,Wii,2010,Misc,Disney Interactive Studios,0.48,0.1,0.0,0.04,0.63,,,,,Disney Interactive Studios,Everyone
Dragon Quest Monsters Joker 3,3DS,2016,Role-Playing,Square Enix,0.0,0.0,0.63,0.0,0.63,,,,,Unknown,Unknown
Rock Band 3,Wii,2010,Misc,MTV Games,0.53,0.06,0.0,0.04,0.63,91.0,10,6.9,36,Backbone Entertainment,Teen
Dragon Age II,PC,2011,Action,Electronic Arts,0.23,0.33,0.0,0.08,0.63,82.0,45,4.5,4533,BioWare,Mature
Tony Hawk's Pro Skater 2x,XB,2001,Sports,Activision,0.41,0.19,0.0,0.03,0.63,78.0,24,8.8,5,Treyarch,Teen
NBA Live 08,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.63,73.0,28,6.8,10,EA Canada,Everyone
Sim Theme Park,PS,1999,Strategy,Electronic Arts,0.35,0.24,0.0,0.04,0.63,,,,,Unknown,Unknown
FIFA Soccer 2003,XB,2002,Sports,Electronic Arts,0.2,0.4,0.0,0.04,0.63,88.0,11,7.7,11,EA Canada,Everyone
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012,Misc,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,,,,,Unknown,Unknown
The Lord of the Rings: Conquest,X360,2009,Action,Electronic Arts,0.37,0.2,0.0,0.06,0.63,55.0,58,7.0,110,Pandemic Studios,Teen
Far Cry 4,PC,2014,Shooter,Ubisoft,0.15,0.44,0.0,0.04,0.63,80.0,17,6.7,1064,Ubisoft Montreal,Mature
Monster Hunter 2,PS2,,Role-Playing,Capcom,0.0,0.0,0.63,0.0,0.63,,,,,Unknown,Unknown
NASCAR 06: Total Team Control,PS2,2005,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,78.0,18,7.7,18,EA Sports,Everyone
Dogz,GBA,2004,Simulation,Ubisoft,0.45,0.17,0.0,0.01,0.63,,,,,Unknown,Unknown
A Bug's Life,N64,1998,Platform,Activision,0.49,0.13,0.0,0.01,0.63,,,,,Unknown,Unknown
Super Castlevania IV,SNES,1991,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63,,,,,Unknown,Unknown
Iron Man,PSP,2008,Action,Sega,0.46,0.09,0.0,0.09,0.63,44.0,7,6.5,16,Artificial Mind and Movement,Teen
White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,60.0,45,7.1,64,Level 5,Teen
Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003,Fighting,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,,,,,Unknown,Unknown
Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0.22,0.34,0.0,0.07,0.63,68.0,24,7.6,21,Juice Games,Teen
Wolfenstein,PS3,2009,Shooter,Activision,0.25,0.27,0.0,0.11,0.63,71.0,58,7.4,77,"id Software, Raven Software",Mature
The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,0.46,0.11,0.0,0.05,0.63,32.0,30,4.0,410,Terminal Reality,Mature
The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,70.0,22,3.6,81,The Sims Studio,Teen
Ape Escape 2,PS2,2002,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,82.0,31,8.4,32,SCE Japan Studio,Everyone
Rocksmith 2014,PS4,2014,Misc,Ubisoft,0.35,0.17,0.0,0.11,0.63,,,,,Unknown,Unknown
X-Man,2600,1982,Action,Universal Gamex,0.58,0.04,0.0,0.01,0.63,,,,,Unknown,Unknown
Sega Rally Revo,PS3,2007,Racing,Sega,0.07,0.42,0.0,0.14,0.63,75.0,40,7.0,20,SEGA Racing Studio,Everyone
Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,89.0,25,8.3,296,Atlus Co.,Mature
FIFA Soccer 2002,PS2,2001,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63,82.0,17,5.8,28,EA Sports,Everyone
Angry Birds Trilogy,3DS,2012,Action,Activision,0.38,0.2,0.0,0.05,0.63,62.0,7,4.6,20,Exient Entertainment,Everyone
Final Fantasy VII International,PS,1997,Role-Playing,Square,0.0,0.0,0.59,0.04,0.63,,,,,Unknown,Unknown
Condemned 2: Bloodshot,X360,2008,Action,Sega,0.38,0.19,0.0,0.06,0.63,80.0,76,8.4,178,Monolith Productions,Mature
Okami,PS2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63,93.0,69,9.3,327,Clover Studio,Teen
Shin Megami Tensei: Persona 3 Portable,PSP,2009,Role-Playing,Ghostlight,0.18,0.06,0.34,0.05,0.63,89.0,40,8.3,317,Atlus,Mature
Crash of the Titans,PSP,2007,Action,Vivendi Games,0.25,0.24,0.0,0.14,0.63,,,7.1,24,SuperVillain Studios,Everyone 10+
NHL 2001,PS,2000,Sports,Electronic Arts,0.35,0.24,0.0,0.04,0.63,88.0,10,7.7,7,Page 44 Studios,Everyone
Crysis 3,PC,2013,Shooter,Electronic Arts,0.17,0.39,0.0,0.07,0.63,76.0,47,6.5,1223,Crytek,Mature
Buzz Lightyear of Star Command,PS,2000,Platform,Activision,0.35,0.24,0.0,0.04,0.63,54.0,10,5.3,4,Traveller's Tales,Everyone
NHL 16,PS4,2015,Sports,Electronic Arts,0.36,0.16,0.0,0.11,0.63,78.0,28,5.5,157,"EA Sports, EA Canada",Everyone 10+
Namco Museum,GC,2002,Misc,Namco Bandai Games,0.48,0.13,0.0,0.02,0.63,62.0,10,,,Mass Media,Everyone
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,Activision,0.34,0.23,0.0,0.06,0.63,,,,,Unknown,Unknown
Cabela's Big Game Hunter (2008),Wii,2007,Sports,Activision,0.58,0.0,0.0,0.05,0.63,,,,,MagicWand,Teen
Tony Hawk's Project 8,PS3,2006,Sports,Activision,0.3,0.22,0.01,0.1,0.63,76.0,43,7.2,14,Neversoft Entertainment,Teen
Ghostbusters: The Video Game,X360,2009,Action,Atari,0.43,0.14,0.0,0.06,0.63,79.0,53,8.5,125,Terminal Reality,Teen
XCOM: Enemy Unknown,X360,2012,Strategy,Take-Two Interactive,0.36,0.21,0.0,0.05,0.62,90.0,35,8.3,366,Firaxis Games,Mature
Nobunaga no Yabou: Haouden,SNES,1993,Strategy,Tecmo Koei,0.3,0.0,0.32,0.0,0.62,,,,,Unknown,Unknown
Virtua Cop,SAT,1995,Shooter,Sega,0.0,0.0,0.62,0.0,0.62,,,,,Unknown,Unknown
Metal Gear Solid 2: Substance,XB,,Action,Konami Digital Entertainment,0.38,0.22,0.0,0.03,0.62,87.0,28,8.5,39,KCEJ,Mature
Tony Hawk's American Wasteland,XB,2005,Sports,Activision,0.4,0.2,0.0,0.03,0.62,77.0,40,7.7,15,Neversoft Entertainment,Teen
WWF in Your House,PS,1996,Fighting,Acclaim Entertainment,0.35,0.24,0.0,0.04,0.62,,,,,Unknown,Unknown
Wild ARMs 3,PS2,2002,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62,78.0,30,8.4,38,"Media Vision, Contrail",Teen
NBA ShootOut '97,PS,1997,Sports,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.62,,,,,Unknown,Unknown
Family Feud: 2010 Edition,Wii,2009,Misc,Ubisoft,0.58,0.0,0.0,0.04,0.62,,,,,Ludia Inc.,Everyone
Madden NFL 07,GC,2006,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,82.0,14,9.2,5,EA Tiburon,Everyone
LEGO Jurassic World,3DS,2015,Action,Warner Bros. Interactive Entertainment,0.31,0.23,0.03,0.05,0.62,,,7.2,11,TT Games,Everyone 10+
Battlezone,2600,1982,Shooter,Atari,0.58,0.03,0.0,0.01,0.62,,,,,Unknown,Unknown
Tiger Woods PGA Tour 2004,XB,2003,Sports,Electronic Arts,0.47,0.13,0.0,0.02,0.62,89.0,18,8.2,14,EA Sports,Everyone
Test Drive Unlimited 2,PS3,,Racing,Atari,0.16,0.34,0.01,0.12,0.62,70.0,43,6.1,44,Eden,Teen
Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,0.3,0.24,0.0,0.08,0.62,71.0,31,8.0,10,Avalanche Software,Everyone
Just Dance 3,PS3,2011,Misc,Ubisoft,0.33,0.2,0.0,0.09,0.62,75.0,5,6.0,7,Ubisoft,Everyone 10+
LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,0.29,0.27,0.0,0.06,0.62,71.0,16,7.3,20,Traveller's Tales,Everyone 10+
Donkey Kong Barrel Blast,Wii,2007,Racing,Nintendo,0.19,0.26,0.11,0.06,0.62,46.0,34,6.8,26,Paon Corporation,Everyone
The Princess and the Frog,DS,2009,Platform,Disney Interactive Studios,0.41,0.16,0.0,0.05,0.62,,,,,Griptonite Games,Everyone
Disney Infinity 2.0: Marvel Super Heroes,PS4,2014,Action,Disney Interactive Studios,0.27,0.25,0.0,0.1,0.62,,,,,Unknown,Unknown
Viewtiful Joe,GC,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62,93.0,52,8.3,115,Clover Studio,Teen
The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62,72.0,6,9.2,25,Griptonite Games,Everyone
Beetle Adventure Racing!,N64,1999,Racing,Electronic Arts,0.4,0.2,0.0,0.02,0.62,,,,,Unknown,Unknown
Guitar Hero: Metallica,PS3,2009,Misc,Activision,0.28,0.24,0.0,0.1,0.62,86.0,44,8.0,48,Neversoft Entertainment,Teen
Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000,Platform,Eidos Interactive,0.34,0.23,0.0,0.04,0.62,,,,,Toys for Bob,Everyone
Strike Force Bowling,PS2,2004,Sports,Play It,0.3,0.24,0.0,0.08,0.62,48.0,14,6.8,4,Lab Rats Games,Everyone
Halloween,2600,1982,Action,Wizard Video Games,0.58,0.03,0.0,0.01,0.62,,,,,Unknown,Unknown
Red Steel 2,Wii,2010,Shooter,Ubisoft,0.35,0.2,0.01,0.06,0.62,80.0,73,8.6,178,Ubisoft Paris,Teen
Bass Landing,PS,1999,Sports,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62,,,,,Unknown,Unknown
XGRA: Extreme G-Racing Association,PS2,2004,Racing,Eidos Interactive,0.3,0.24,0.0,0.08,0.62,68.0,23,8.6,8,Acclaim Studios Cheltenham,Teen
Mafia III,XOne,2016,Action,Take-Two Interactive,0.28,0.29,0.0,0.05,0.62,67.0,20,4.6,274,Hangar 13,Mature
Bolt,DS,2008,Adventure,Disney Interactive Studios,0.35,0.21,0.0,0.06,0.62,,,,,Unknown,Unknown
Mario's Picross,GB,1995,Puzzle,Nintendo,0.0,0.0,0.62,0.0,0.62,,,,,Unknown,Unknown
Pac-Man Player's Choice Bundle,GC,2003,Misc,Namco Bandai Games,0.48,0.12,0.0,0.02,0.62,,,,,Unknown,Unknown
Fighters MEGAMiX,SAT,1996,Fighting,Sega,0.0,0.0,0.62,0.0,0.62,,,,,Unknown,Unknown
Bahamut Lagoon,SNES,1996,Role-Playing,SquareSoft,0.0,0.0,0.62,0.0,0.62,,,,,Unknown,Unknown
Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0.3,0.26,0.0,0.06,0.62,74.0,69,7.8,112,Ubisoft Montreal,Teen
Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,70.0,17,7.9,35,Omega Force,Teen
Tomb Raider III: Adventures of Lara Croft,PC,1998,Action,Eidos Interactive,0.59,0.03,0.0,0.0,0.62,,,8.2,29,Core Design Ltd.,Teen
DJ Hero 2,Wii,2010,Misc,Activision,0.48,0.09,0.0,0.04,0.62,88.0,20,7.5,17,FreeStyleGames,Teen
Toshochu: Run for Money,3DS,2012,Adventure,Namco Bandai Games,0.0,0.0,0.62,0.0,0.62,,,,,Unknown,Unknown
Dragon Quest Monsters: Joker 2 Professional,DS,2011,Role-Playing,Square Enix,0.0,0.0,0.62,0.0,0.62,,,,,Unknown,Unknown
NFL Quarterback Club 99,N64,1998,Sports,Acclaim Entertainment,0.59,0.02,0.0,0.0,0.62,,,,,Unknown,Unknown
Super Robot Taisen α Gaiden,PS,2001,Strategy,Banpresto,0.0,0.0,0.58,0.04,0.62,,,,,Unknown,Unknown
Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,0.4,0.16,0.0,0.05,0.62,80.0,50,6.1,25,Electronic Arts,Everyone
Battle of Giants: Dragons,DS,2009,Strategy,Ubisoft,0.3,0.25,0.0,0.06,0.62,,,6.0,4,Ubisoft Quebec,Everyone 10+
Wall-E,X360,2008,Platform,THQ,0.29,0.26,0.0,0.07,0.62,50.0,32,6.3,6,Heavy Iron Studios,Everyone
Start the Party!,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.41,0.0,0.13,0.62,,,,,Unknown,Unknown
Formula 1: Championship Edition,PS3,2006,Racing,Sony Computer Entertainment,0.0,0.57,0.04,0.0,0.61,,,,,Unknown,Unknown
Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,0.2,0.34,0.0,0.07,0.61,48.0,9,4.3,7,EA Bright Light,Everyone
NieR,PS3,2010,Role-Playing,Square Enix,0.17,0.18,0.2,0.07,0.61,68.0,58,8.4,263,Cavia Inc.,Mature
2014 FIFA World Cup Brazil,PS3,2014,Sports,Electronic Arts,0.15,0.36,0.01,0.09,0.61,73.0,33,4.3,87,EA Canada,Everyone
Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007,Adventure,Capcom,0.3,0.03,0.25,0.03,0.61,,,,,Unknown,Unknown
NBA 2K9,PS3,2008,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,82.0,30,7.0,37,Visual Concepts,Everyone
SpongeBob's Atlantis SquarePantis,Wii,2007,Action,THQ,0.56,0.0,0.0,0.04,0.61,,,5.5,6,THQ,Everyone
SingStar Singalong With Disney,PS2,2008,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.57,0.61,,,,,Unknown,Unknown
NFL Fever 2003,XB,2002,Sports,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61,72.0,25,8.6,12,Microsoft Game Studios,Everyone
Samurai Warriors 2,PS2,2006,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,58.0,26,8.8,13,Omega Force,Teen
Wet,PS3,2009,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.61,70.0,61,6.4,55,Artificial Mind and Movement,Mature
Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,0.5,0.07,0.0,0.05,0.61,56.0,6,6.0,7,Cooking Mama Limited,Everyone
Scribblenauts: Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.56,0.01,0.0,0.05,0.61,73.0,13,7.4,21,5TH Cell,Everyone 10+
The Black Eyed Peas Experience,Wii,2011,Misc,Ubisoft,0.37,0.19,0.0,0.06,0.61,,,,,Ubisoft Quebec,Teen
2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005,Misc,THQ,0.44,0.16,0.0,0.01,0.61,,,,,Unknown,Unknown
Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,Nintendo,0.29,0.02,0.27,0.03,0.61,81.0,42,7.0,106,Intelligent Systems,Everyone 10+
Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,Electronic Arts,0.21,0.29,0.01,0.1,0.61,75.0,23,7.6,259,PopCap,Everyone 10+
Metroid Prime: Trilogy,Wii,2009,Shooter,Nintendo,0.42,0.05,0.0,0.14,0.61,91.0,48,9.3,316,Retro Studios,Teen
Robotech: Battlecry,PS2,2002,Shooter,TDK Mediactive,0.3,0.23,0.0,0.08,0.61,72.0,20,8.5,8,Vicious Cycle,Teen
Dora the Explorer: Super Spies,GBA,2004,Platform,Gotham Games,0.44,0.16,0.0,0.01,0.61,,,8.0,5,Cinegroupe,Everyone
Disney Universe,PS3,2011,Action,Disney Interactive Studios,0.3,0.22,0.0,0.09,0.61,70.0,29,6.9,13,Eurocom Entertainment Software,Everyone 10+
Advance Wars: Days of Ruin,DS,,Strategy,Nintendo,0.43,0.12,0.0,0.05,0.61,86.0,55,8.7,96,Intelligent Systems,Everyone 10+
Jak and Daxter: The Lost Frontier,PSP,2009,Platform,Sony Computer Entertainment,0.18,0.27,0.0,0.15,0.61,71.0,47,6.3,28,High Impact Games,Everyone 10+
Texas Hold 'Em Poker,GBA,2004,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,49.0,7,6.8,6,Skyworks Technologies,Everyone
Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61,81.0,29,8.1,12,Namco,Teen
WWE SmackDown vs. Raw 2010,PSP,2009,Fighting,THQ,0.25,0.22,0.0,0.14,0.61,,,6.6,8,Yuke's,Teen
Vanquish,PS3,2010,Shooter,Sega,0.21,0.21,0.11,0.08,0.61,84.0,61,8.1,304,PlatinumGames,Mature
Ganbaru Watashi no Kakei Diary,DS,2007,Misc,Nintendo,0.0,0.0,0.61,0.0,0.61,,,,,Unknown,Unknown
Tearaway,PSV,2013,Adventure,Sony Computer Entertainment Europe,0.14,0.34,0.0,0.14,0.61,87.0,82,8.9,391,Media Molecule,Everyone
Small Soldiers,PS,1998,Platform,Electronic Arts,0.34,0.23,0.0,0.04,0.61,,,,,Unknown,Unknown
Half-Life 2,XB,2005,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61,90.0,35,8.6,115,Valve Software,Mature
Duke Nukem: Total Meltdown,PS,1997,Shooter,GT Interactive,0.34,0.23,0.0,0.04,0.61,,,,,Unknown,Unknown
Tony Hawk: RIDE,X360,2009,Sports,Activision,0.46,0.1,0.0,0.05,0.61,46.0,43,3.0,67,Robomodo,Everyone 10+
Borderlands: The Pre-Sequel,PS3,2014,Shooter,Take-Two Interactive,0.26,0.21,0.05,0.1,0.61,77.0,24,6.3,130,2K Australia,Mature
Major League Baseball 2K8,X360,2008,Sports,Bethesda Softworks,0.56,0.0,0.0,0.05,0.61,70.0,28,5.9,34,Kush Games,Everyone
Sacred 2: Fallen Angel,PS3,2009,Role-Playing,Deep Silver,0.22,0.22,0.08,0.09,0.61,70.0,45,7.1,51,"Ascaron Entertainment GmbH, Ascaron Entertainment",Mature
pro evolution soccer 2011,X360,2010,Sports,Konami Digital Entertainment,0.09,0.44,0.0,0.07,0.61,79.0,43,5.9,33,Konami,Everyone
Major League Baseball 2K9,X360,2009,Sports,Spike,0.56,0.0,0.0,0.05,0.61,64.0,29,5.3,26,2K Sports,Everyone
Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,85.0,30,7.3,70,TOSE,Everyone 10+
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.07,0.61,58.0,26,5.4,77,Spike,Teen
Madden NFL 2003,GBA,2002,Sports,Electronic Arts,0.44,0.16,0.0,0.01,0.61,76.0,5,,,BudCat,Everyone
Tomb Raider (2013),XOne,2014,Action,Square Enix,0.35,0.21,0.0,0.05,0.61,,,,,Unknown,Unknown
Petz: Dogz Pack,DS,2008,Simulation,Ubisoft,0.56,0.0,0.0,0.05,0.61,,,,,Unknown,Unknown
Harry Potter and the Goblet of Fire,GBA,2005,Action,Electronic Arts,0.44,0.16,0.0,0.01,0.61,71.0,9,6.0,8,Magic Pockets,Everyone
Tomb Raider Chronicles,PS,1999,Action,Eidos Interactive,0.34,0.23,0.0,0.04,0.61,,,,,Unknown,Unknown
Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,0.44,0.16,0.0,0.01,0.61,62.0,19,8.9,39,Webfoot Technologies,Everyone
Madden NFL 2002,GC,2001,Sports,Electronic Arts,0.47,0.12,0.0,0.02,0.61,89.0,12,,,EA Sports,Everyone
Spider-Man: Mysterio's Menace,GBA,2001,Action,Activision,0.43,0.16,0.0,0.01,0.61,84.0,8,8.7,11,Vicarious Visions,Everyone
Madden NFL 2000,N64,1999,Sports,Electronic Arts,0.58,0.02,0.0,0.0,0.61,,,,,Unknown,Unknown
Game & Watch Gallery 4,GBA,2002,Misc,Nintendo,0.43,0.16,0.0,0.01,0.61,,,,,Unknown,Unknown
MySims Racing,DS,2009,Racing,Electronic Arts,0.25,0.29,0.0,0.07,0.61,67.0,11,7.3,4,EA Games,Everyone
Naruto: Ultimate Ninja,PS2,2003,Fighting,Atari,0.5,0.02,0.0,0.08,0.61,75.0,34,7.7,35,CyberConnect2,Teen
Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,0.47,0.08,0.01,0.04,0.61,59.0,14,5.9,8,TOSE,Everyone 10+
Cabela's Monster Buck Hunter,Wii,2010,Sports,Activision,0.57,0.0,0.0,0.03,0.61,,,,,FUN Labs,Teen
Tony Hawk's Underground,GBA,2003,Sports,Activision,0.43,0.16,0.0,0.01,0.6,86.0,9,7.7,9,Vicarious Visions,Everyone
Dark Souls II,PS4,2015,Role-Playing,Namco Bandai Games,0.21,0.23,0.08,0.09,0.6,,,,,Unknown,Unknown
Monster Trucks,GBA,2004,Racing,Majesco Entertainment,0.43,0.16,0.0,0.01,0.6,,,,,Skyworks Technologies,Everyone
World of Zoo,Wii,2009,Simulation,THQ,0.4,0.15,0.0,0.05,0.6,,,8.2,6,Blue Fang Games,Everyone
